ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688981.SH,2023.03.01,41.990000000000001,42.46,41.920000000000001,42.369999999999997,42.020000000000003,0.35,0.8329,137023.730000000010477,579830.570999999996274
688981.SH,2023.03.02,42.409999999999996,42.649999999999998,42.25,42.46,42.369999999999997,0.09,0.2124,114671.110000000000582,487040.565000000002328
688981.SH,2023.03.03,42.880000000000002,43.880000000000002,42.880000000000002,43.32,42.46,0.86,2.0254,310281.640000000013969,1344302.283000000054016
688981.SH,2023.03.06,43.119999999999997,43.840000000000003,42.899999999999998,43.399999999999998,43.32,0.08,0.1847,215695.779999999998835,935445.709999999962747
688981.SH,2023.03.07,43.32,43.659999999999996,42.679999999999999,42.729999999999996,43.399999999999998,-0.67,-1.5438,175736.040000000008149,758548.543999999994412
688981.SH,2023.03.08,42.700000000000002,42.929999999999999,42.560000000000002,42.840000000000003,42.729999999999996,0.11,0.2574,108047.960000000006402,462082.471000000019557
688981.SH,2023.03.09,42.799999999999997,43.880000000000002,42.799999999999997,43.270000000000003,42.840000000000003,0.43,1.0037,235763.880000000004656,1023553.70499999995809
688981.SH,2023.03.10,43,43.670000000000001,42.729999999999996,43,43.270000000000003,-0.27,-0.624,199760.529999999998835,863796.135000000009313
688981.SH,2023.03.13,43,43.740000000000002,42.560000000000002,43.600000000000001,43,0.6,1.3953,216498.269999999989522,935642.557000000029802
688981.SH,2023.03.14,43.649999999999998,48.880000000000002,43.380000000000002,48.009999999999998,43.600000000000001,4.410000000000001,10.114699999999999,1363549.959999999962747,6388771.484000000171363
688981.SH,2023.03.15,48.009999999999998,50.950000000000002,47.880000000000002,48.880000000000002,48.009999999999998,0.87,1.8121,1275671.449999999953433,6286627.703999999910593
688981.SH,2023.03.16,48.770000000000003,50.5,48.740000000000002,49.310000000000002,48.880000000000002,0.43,0.8797,951214.35999999998603,4724742.583999999798834
688981.SH,2023.03.17,50.100000000000001,52.979999999999996,49.100000000000001,52.57,49.310000000000002,3.26,6.611200000000001,1401297.770000000018626,7194787.633999999612569
688981.SH,2023.03.20,52.600000000000001,53.659999999999996,51.659999999999996,51.810000000000002,52.57,-0.76,-1.4457,1005251.96999999997206,5284002.495000000111758
688981.SH,2023.03.21,51.810000000000002,52.659999999999996,50.950000000000002,52.109999999999999,51.810000000000002,0.3,0.579,674449.119999999995343,3490710.416000000201165
688981.SH,2023.03.22,51.950000000000002,52.5,51.359999999999999,52.299999999999997,52.109999999999999,0.19,0.3646,588231.420000000041909,3054583.016999999992549
688981.SH,2023.03.23,52,53.380000000000002,50.600000000000001,52.32,52.299999999999997,0.02,0.0382,908342.21999999997206,4713726.595999999903142
688981.SH,2023.03.24,52,52.100000000000001,50.689999999999997,50.799999999999997,52.32,-1.52,-2.9052,676051.170000000041909,3463874.779999999795108
688981.SH,2023.03.27,50.5,50.770000000000003,48.89,49.5,50.799999999999997,-1.3,-2.5591,649112.839999999967403,3227686.407999999821186
688981.SH,2023.03.28,49.75,50.119999999999997,48.71,49.100000000000001,49.5,-0.4,-0.8081,454941.140000000013969,2249830.833999999798834
688981.SH,2023.03.29,49.189999999999997,50.32,47.979999999999996,49.359999999999999,49.100000000000001,0.26,0.5295,708926.21999999997206,3496451.833999999798834
688981.SH,2023.03.30,49.020000000000003,50.189999999999997,48.799999999999997,49.079999999999998,49.359999999999999,-0.28,-0.5673,457795.60999999998603,2264069.970000000204891
688981.SH,2023.03.31,49.100000000000001,50.649999999999998,48.909999999999996,50.109999999999999,49.079999999999998,1.03,2.0986,504834.229999999981373,2519438.89699999988079
688981.SH,2023.04.03,50.329999999999998,54.600000000000001,49.869999999999997,54.579999999999998,50.109999999999999,4.47,8.9204,1339895.879999999888241,7028142.061999999918043
688981.SH,2023.04.04,54.25,57.990000000000001,54.009999999999998,56.659999999999996,54.579999999999998,2.08,3.8109,1674923.590000000083819,9472351.940999999642372
688981.SH,2023.04.06,57.5,61.609999999999999,57.280000000000001,59.07,56.659999999999996,2.41,4.2534,1874795.899999999906867,11217395.667999999597668
688981.SH,2023.04.07,59.829999999999998,60.899999999999998,58.14,59.899999999999998,59.07,0.83,1.4051,1205414.060000000055879,7196995.175999999977648
688981.SH,2023.04.10,60.299999999999997,63.539999999999999,59.600000000000001,60,59.899999999999998,0.1,0.1669,1242694.68999999994412,7623833.531000000424683
688981.SH,2023.04.11,60,61.579999999999998,57.329999999999998,58.429999999999999,60,-1.57,-2.6167,1090664.379999999888241,6464638.063000000081956
688981.SH,2023.04.12,57.899999999999998,60.5,57.75,59.299999999999997,58.429999999999999,0.87,1.489,751776.599999999976716,4475622.570000000298023
688981.SH,2023.04.13,58.700000000000002,59.219999999999998,57.5,58,59.299999999999997,-1.3,-2.1922,609875.82999999995809,3550090.617000000085681
688981.SH,2023.04.14,58.670000000000001,62.299999999999997,57.380000000000002,62.259999999999997,58,4.26,7.344800000000001,1260910.030000000027939,7626678.711000000126659
688981.SH,2023.04.17,62.5,63.679999999999999,61.71,63,62.259999999999997,0.74,1.1886,926839.459999999962747,5814764.382000000216066
688981.SH,2023.04.18,62.219999999999998,62.25,59.609999999999999,60.899999999999998,63,-2.1,-3.3333,829262.680000000051222,5036517.706000000238418
688981.SH,2023.04.19,60.990000000000001,64.379999999999995,60.149999999999998,62.21,60.899999999999998,1.31,2.1511,1056699.290000000037252,6578214.899000000208616
688981.SH,2023.04.20,61.840000000000003,66.5,61.840000000000003,66.480000000000004,62.21,4.27,6.863800000000001,1317248.090000000083819,8572883.36600000038743
688981.SH,2023.04.21,66.129999999999995,66.329999999999998,62.109999999999999,62.799999999999997,66.480000000000004,-3.68,-5.5355,1002269.089999999967403,6444984.946000000461935
688981.SH,2023.04.24,62.5,64.5,60.109999999999999,63.049999999999997,62.799999999999997,0.25,0.3981,846989.900000000023283,5289122.673000000417232
688981.SH,2023.04.25,63.060000000000002,64.569999999999993,60.850000000000001,61.369999999999997,63.049999999999997,-1.68,-2.6646,872287.530000000027939,5434677.427000000141561
688981.SH,2023.04.26,60.700000000000002,61.060000000000002,56.700000000000002,58.159999999999996,61.369999999999997,-3.21,-5.2306,1066286.899999999906867,6263921.423000000417232
688981.SH,2023.04.27,57.299999999999997,59.450000000000002,57.009999999999998,58.289999999999999,58.159999999999996,0.13,0.2235,593021.540000000037252,3456206.783999999985098
688981.SH,2023.04.28,57.909999999999996,61.600000000000001,57.810000000000002,61.579999999999998,58.289999999999999,3.29,5.6442,672402.959999999962747,4044067.430000000167638
688981.SH,2023.05.04,60.5,60.950000000000002,58,58.759999999999997,61.579999999999998,-2.82,-4.5794,592897.930000000051222,3522978.239000000059604
688981.SH,2023.05.05,58.5,59.929999999999999,58.259999999999997,58.799999999999997,58.759999999999997,0.04,0.0681,362073.770000000018626,2139809.354999999981373
688981.SH,2023.05.08,58.990000000000001,61.189999999999997,58.89,59.429999999999999,58.799999999999997,0.63,1.0714,482317.60999999998603,2885045.618999999947845
688981.SH,2023.05.09,58.96,59.350000000000001,52.520000000000003,52.780000000000001,59.429999999999999,-6.650000000000001,-11.1896,1482704.629999999888241,8155420.423999999649822
688981.SH,2023.05.10,52.259999999999997,53.450000000000002,51.600000000000001,52.450000000000002,52.780000000000001,-0.33,-0.6252,585356.60999999998603,3078071.157999999821186
688981.SH,2023.05.11,53.049999999999997,53.700000000000002,52.609999999999999,52.96,52.450000000000002,0.51,0.9724,336976.989999999990686,1788437.531999999890103
688981.SH,2023.05.12,54.5,56.590000000000003,53.409999999999996,53.689999999999997,52.96,0.73,1.3784,738351.849999999976716,4072556.240999999921768
688981.SH,2023.05.15,53,55.299999999999997,52.420000000000001,54.869999999999997,53.689999999999997,1.18,2.1978,452111.960000000020954,2432078.652999999932944
688981.SH,2023.05.16,54.810000000000002,55.299999999999997,53.880000000000002,54.25,54.869999999999997,-0.62,-1.1299,374178.650000000023283,2040747.53499999991618
688981.SH,2023.05.17,53.929999999999999,54.950000000000002,53.71,54.200000000000002,54.25,-0.05,-0.0922,292401.770000000018626,1589833.273000000044703
688981.SH,2023.05.18,54.380000000000002,55.549999999999997,54.329999999999998,55.100000000000001,54.200000000000002,0.9,1.6605,352904.330000000016298,1940830.220999999903142
688981.SH,2023.05.19,54.82,56.359999999999999,54.82,55,55.100000000000001,-0.1,-0.1815,353944.96999999997206,1965418.864000000059604
688981.SH,2023.05.22,55,56,54.200000000000002,54.549999999999997,55,-0.45,-0.8182,257485.950000000011641,1419219.568999999901279
688981.SH,2023.05.23,54.200000000000002,54.700000000000002,52.899999999999998,52.899999999999998,54.549999999999997,-1.65,-3.0247,315326.200000000011641,1684264.054000000003725
688981.SH,2023.05.24,52.600000000000001,52.600000000000001,48.780000000000001,49.909999999999996,52.899999999999998,-2.99,-5.6522,852373.07999999995809,4260149.558000000193715
688981.SH,2023.05.25,50.289999999999999,50.579999999999998,49.030000000000001,50.359999999999999,49.909999999999996,0.45,0.9016,406263.549999999988358,2024849.404000000096857
688981.SH,2023.05.26,50.46,52.310000000000002,50.450000000000002,51.799999999999997,50.359999999999999,1.44,2.8594,414355.919999999983701,2137138.270000000018626
688981.SH,2023.05.29,52.25,53.579999999999998,51.509999999999997,52.600000000000001,51.799999999999997,0.8,1.5444,398252.039999999979045,2099428.998999999836087
688981.SH,2023.05.30,52.189999999999997,53.030000000000001,52.079999999999998,52.89,52.600000000000001,0.29,0.5513,265929.210000000020954,1397789.256000000052154
688981.SH,2023.05.31,52.700000000000002,54.799999999999997,52.509999999999997,54.399999999999998,52.89,1.51,2.855,434673.520000000018626,2354459.129999999888241
688981.SH,2023.06.01,53.850000000000001,55.170000000000001,53.479999999999996,54.420000000000001,54.399999999999998,0.02,0.0368,305226.830000000016298,1658661.987999999895691
688981.SH,2023.06.02,54.600000000000001,54.799999999999997,52.880000000000002,53.719999999999998,54.420000000000001,-0.7,-1.2863,238831.70999999999185,1284217.628000000026077
688981.SH,2023.06.05,54.789999999999999,56.030000000000001,54.5,55.039999999999999,53.719999999999998,1.32,2.4572,428499.280000000027939,2370572.337999999988824
688981.SH,2023.06.06,55.039999999999999,55.759999999999997,53.609999999999999,53.990000000000001,55.039999999999999,-1.05,-1.9077,293168.679999999993015,1607143.747999999905005
688981.SH,2023.06.07,54,55.159999999999996,53.71,54.670000000000001,53.990000000000001,0.68,1.2595,238489.420000000012805,1297489.706000000005587
688981.SH,2023.06.08,54.600000000000001,54.600000000000001,53.179999999999999,53.560000000000002,54.670000000000001,-1.11,-2.0304,262984.229999999981373,1416843.010000000009313
688981.SH,2023.06.09,53.789999999999999,54.179999999999999,52.810000000000002,53.530000000000001,53.560000000000002,-0.03,-0.056,359992.489999999990686,1924251.757999999914318
688981.SH,2023.06.12,53.490000000000002,53.829999999999998,52.380000000000002,52.869999999999997,53.530000000000001,-0.66,-1.233,301533.349999999976716,1596127.568999999901279
688981.SH,2023.06.13,53.090000000000003,55.909999999999996,52.82,55.399999999999998,52.869999999999997,2.53,4.785300000000001,545663.459999999962747,2988574.240000000223517
688981.SH,2023.06.14,55.630000000000002,56.270000000000003,55.060000000000002,56,55.399999999999998,0.6,1.083,424842.349999999976716,2368162.234999999869614
688981.SH,2023.06.15,55.719999999999998,56.299999999999997,54.450000000000002,54.780000000000001,56,-1.22,-2.1786,371454.030000000027939,2049812.578999999910593
688981.SH,2023.06.16,54.530000000000001,55.929999999999999,54.109999999999999,55.560000000000002,54.780000000000001,0.78,1.4239,350061.650000000023283,1928383.174000000115483
688981.SH,2023.06.19,55.299999999999997,56.100000000000001,54.880000000000002,55.060000000000002,55.560000000000002,-0.5,-0.8999,316519.380000000004656,1755659.182999999960884
688981.SH,2023.06.20,54.899999999999998,55.219999999999998,51.020000000000003,52.270000000000003,55.060000000000002,-2.79,-5.0672,778680.60999999998603,4109919.399999999906867
688981.SH,2023.06.21,52,52.5,50,50.799999999999997,52.270000000000003,-1.47,-2.8123,478357.669999999983701,2444510.865000000223517
688981.SH,2023.06.26,50.659999999999996,51.560000000000002,49.82,50.969999999999998,50.799999999999997,0.17,0.3346,325229.390000000013969,1645372.847999999998137
688981.SH,2023.06.27,50.899999999999998,51.71,50.899999999999998,51.39,50.969999999999998,0.42,0.824,194617.420000000012805,999282.582999999984167
688981.SH,2023.06.28,51.869999999999997,52.380000000000002,50.75,51.719999999999998,51.39,0.33,0.6421,283307.200000000011641,1466378.989000000059604
688981.SH,2023.06.29,51.229999999999996,51.969999999999998,50.859999999999999,51,51.719999999999998,-0.72,-1.3921,198619.70999999999185,1022845.21999999997206
688981.SH,2023.06.30,50.75,51.520000000000003,50.450000000000002,50.520000000000003,51,-0.48,-0.9412,245849.929999999993015,1249845.240999999921768
688981.SH,2023.07.03,50.670000000000001,51,49.600000000000001,51,50.520000000000003,0.48,0.9501,290169.059999999997671,1461511.980999999912455
688981.SH,2023.07.04,51,52,50.630000000000002,51.409999999999996,51,0.41,0.8039,295854.60999999998603,1519446.628000000026077
688981.SH,2023.07.05,51.25,51.399999999999998,50.71,50.979999999999996,51.409999999999996,-0.43,-0.8364,174457.489999999990686,889902.226000000024214
688981.SH,2023.07.06,50.89,51.049999999999997,49.89,50,50.979999999999996,-0.98,-1.9223,232102.690000000002328,1168687.010000000009313
688981.SH,2023.07.07,49.810000000000002,50.179999999999999,49.060000000000002,49.380000000000002,50,-0.62,-1.24,283361.130000000004656,1405030.601000000024214
688981.SH,2023.07.10,49.409999999999996,49.880000000000002,49.380000000000002,49.719999999999998,49.380000000000002,0.34,0.6885,119691.830000000001746,594206.741999999969266
688981.SH,2023.07.11,49.719999999999998,50.420000000000001,49.5,50.299999999999997,49.719999999999998,0.58,1.1665,196696.010000000009313,983659.361000000033527
688981.SH,2023.07.12,50.32,50.450000000000002,48.219999999999998,48.380000000000002,50.299999999999997,-1.92,-3.8171,383719.929999999993015,1881906.898999999975785
688981.SH,2023.07.13,48.600000000000001,49.369999999999997,48.600000000000001,49.200000000000002,48.380000000000002,0.82,1.6949,250772.989999999990686,1229564.59499999997206
688981.SH,2023.07.14,49.200000000000002,50.130000000000002,49.159999999999996,49.46,49.200000000000002,0.26,0.5285,183227.470000000001164,909159.937000000034458
688981.SH,2023.07.17,49.159999999999996,49.46,48.600000000000001,48.770000000000003,49.46,-0.69,-1.3951,165078.700000000011641,806855.841999999945983
688981.SH,2023.07.18,49,50.75,49,49.700000000000002,48.770000000000003,0.93,1.9069,278801.119999999995343,1394187.854999999981373
688981.SH,2023.07.19,49.5,49.579999999999998,48.880000000000002,49.149999999999998,49.700000000000002,-0.55,-1.1066,160502.929999999993015,788838.349999999976716
688981.SH,2023.07.20,49.329999999999998,49.549999999999997,49.020000000000003,49.289999999999999,49.149999999999998,0.14,0.2848,130655.889999999999417,644076.800999999977648
688981.SH,2023.07.21,49.009999999999998,49.240000000000002,48.880000000000002,49,49.289999999999999,-0.29,-0.5884,125845.179999999993015,617119.609000000054948
688981.SH,2023.07.24,48.880000000000002,49.509999999999997,48.840000000000003,49,49,0,0,113749.779999999998835,559330.692999999970197
688981.SH,2023.07.25,49.659999999999996,49.799999999999997,49.229999999999996,49.770000000000003,49,0.77,1.5714,179668.829999999987194,890948.322999999974854
688981.SH,2023.07.26,49.659999999999996,50.179999999999999,49.539999999999999,50.149999999999998,49.770000000000003,0.38,0.7635,161153.190000000002328,803412.947000000043772
688981.SH,2023.07.27,50.009999999999998,50.14,49.200000000000002,49.39,50.149999999999998,-0.76,-1.5155,163390.619999999995343,812613.123999999952502
688981.SH,2023.07.28,49.030000000000001,50.350000000000001,48.990000000000001,50.259999999999997,49.39,0.87,1.7615,186980.540000000008149,933055.645000000018626
688981.SH,2023.07.31,50.310000000000002,51.380000000000002,50.280000000000001,51.359999999999999,50.259999999999997,1.1,2.1886,259441.369999999995343,1324877.472000000067055
688981.SH,2023.08.01,51.399999999999998,51.57,50.490000000000002,50.719999999999998,51.359999999999999,-0.64,-1.2461,181103.140000000013969,921404.966000000014901
688981.SH,2023.08.02,50.869999999999997,51.119999999999997,50.659999999999996,50.829999999999998,50.719999999999998,0.11,0.2169,108139.80000000000291,549979.976000000024214
688981.SH,2023.08.03,50.700000000000002,51.179999999999999,50.179999999999999,50.909999999999996,50.829999999999998,0.08,0.1574,120481.759999999994761,613432.104000000050291
688981.SH,2023.08.04,51.369999999999997,51.609999999999999,51.009999999999998,51.100000000000001,50.909999999999996,0.19,0.3732,171008.10000000000582,875914.545000000041909
688981.SH,2023.08.07,51.119999999999997,51.179999999999999,49.060000000000002,49.259999999999997,51.100000000000001,-1.84,-3.6008,324039.419999999983701,1610428.094000000040978
688981.SH,2023.08.08,49.119999999999997,49.899999999999998,48.979999999999996,49.469999999999998,49.259999999999997,0.21,0.4263,161479.769999999989522,796863.741000000038184
688981.SH,2023.08.09,49.299999999999997,49.590000000000003,48.46,48.64,49.469999999999998,-0.83,-1.6778,179610.320000000006984,878532.354000000050291
688981.SH,2023.08.10,48.659999999999996,49,48.340000000000003,48.469999999999998,48.64,-0.17,-0.3495,141846.130000000004656,688655.013999999966472
688981.SH,2023.08.11,48.850000000000001,48.950000000000002,46.909999999999996,46.920000000000001,48.469999999999998,-1.55,-3.1979,318555.530000000027939,1514515.990999999921768
688981.SH,2023.08.14,46.579999999999998,47.359999999999999,46.299999999999997,47.340000000000003,46.920000000000001,0.42,0.8951,135852.839999999996507,638638.98499999998603
688981.SH,2023.08.15,47.469999999999998,47.75,46.909999999999996,47.520000000000003,47.340000000000003,0.18,0.3802,129261.119999999995343,612785.21799999999348
688981.SH,2023.08.16,47.5,48.090000000000003,47.299999999999997,47.549999999999997,47.520000000000003,0.03,0.0631,137536.660000000003492,656989.173999999999068
688981.SH,2023.08.17,47.299999999999997,48.25,46.71,48.149999999999998,47.549999999999997,0.6,1.2618,134232.739999999990686,642153.302000000025145
688981.SH,2023.08.18,48.780000000000001,48.859999999999999,47.869999999999997,48.009999999999998,48.149999999999998,-0.14,-0.2908,147357.920000000012805,712243.184000000008381
688981.SH,2023.08.21,47.899999999999998,48.590000000000003,47.630000000000002,47.679999999999999,48.009999999999998,-0.33,-0.6874,111878.039999999993597,539061.515999999945051
688981.SH,2023.08.22,47.869999999999997,48.969999999999998,47.600000000000001,48.82,47.679999999999999,1.14,2.3909,202560.829999999987194,980415.331000000005587
688981.SH,2023.08.23,48.539999999999999,48.990000000000001,47.759999999999997,47.89,48.82,-0.93,-1.905,157167.140000000013969,764488.486000000033527
688981.SH,2023.08.24,48.130000000000002,48.939999999999997,47.780000000000001,48.619999999999997,47.89,0.73,1.5243,128400.10000000000582,621822.143999999971128
688981.SH,2023.08.25,48.399999999999998,48.64,47.689999999999997,48.299999999999997,48.619999999999997,-0.32,-0.6582,136746.269999999989522,657417.619999999995343
688981.SH,2023.08.28,50.719999999999998,50.979999999999996,48.520000000000003,48.549999999999997,48.299999999999997,0.25,0.5176,239093.760000000009313,1184020.364999999990686
688981.SH,2023.08.29,48.609999999999999,51,48.609999999999999,51,48.549999999999997,2.45,5.0463,395939.380000000004656,1990118.388999999966472
688981.SH,2023.08.30,53.979999999999996,54.539999999999999,52.32,52.939999999999997,51,1.94,3.8039,711224.890000000013969,3804531.953000000212341
688981.SH,2023.08.31,52.600000000000001,54.789999999999999,52.299999999999997,54.240000000000002,52.939999999999997,1.3,2.4556,567917.729999999981373,3071449.763999999966472
688981.SH,2023.09.01,54.380000000000002,54.679999999999999,52.759999999999997,53.679999999999999,54.240000000000002,-0.56,-1.0324,372842.5,1997027.510000000009313
688981.SH,2023.09.04,53.899999999999998,56.899999999999998,53.270000000000003,56.899999999999998,53.679999999999999,3.22,5.9985,550280.869999999995343,3016678.635999999940395
688981.SH,2023.09.05,57.359999999999999,58.659999999999996,55.149999999999998,55.630000000000002,56.899999999999998,-1.27,-2.232,854584.339999999967403,4880846.190999999642372
688981.SH,2023.09.06,55.159999999999996,57.399999999999998,54.810000000000002,56.829999999999998,55.630000000000002,1.2,2.1571,655365.07999999995809,3677819.12099999981001
688981.SH,2023.09.07,55.880000000000002,55.880000000000002,51.96,52.119999999999997,56.829999999999998,-4.71,-8.2879,847808.819999999948777,4541997.492999999783933
688981.SH,2023.09.08,52.060000000000002,53.240000000000002,51.409999999999996,52.5,52.119999999999997,0.38,0.7291,493697.700000000011641,2586774.083000000100582
688981.SH,2023.09.11,52.579999999999998,52.920000000000001,51.659999999999996,52.060000000000002,52.5,-0.44,-0.8381,385280.760000000009313,2016487.945000000065192
688981.SH,2023.09.12,52,52.200000000000002,51.5,51.520000000000003,52.060000000000002,-0.54,-1.0373,240089.809999999997671,1242870.692000000039115
688981.SH,2023.09.13,51.399999999999998,51.880000000000002,50.32,50.759999999999997,51.520000000000003,-0.76,-1.4752,300129.059999999997671,1528682.411000000080093
688981.SH,2023.09.14,50.71,51.579999999999998,50.509999999999997,50.770000000000003,50.759999999999997,0.01,0.0197,231068.660000000003492,1177349.989999999990686
688981.SH,2023.09.15,50.929999999999999,52.630000000000002,50.609999999999999,51.700000000000002,50.770000000000003,0.93,1.8318,439800.229999999981373,2280275.725000000093132
688981.SH,2023.09.18,51.32,51.369999999999997,48.420000000000001,49.630000000000002,51.700000000000002,-2.07,-4.0039,471020.929999999993015,2349628.737999999895691
688981.SH,2023.09.19,49.530000000000001,50.130000000000002,49.179999999999999,49.350000000000001,49.630000000000002,-0.28,-0.5642,219406.769999999989522,1087749.216999999945983
688981.SH,2023.09.20,49.009999999999998,49.649999999999998,48.979999999999996,49.340000000000003,49.350000000000001,-0.01,-0.0203,123818.740000000005238,611055.535000000032596
688981.SH,2023.09.21,49.299999999999997,49.990000000000001,49.21,49.5,49.340000000000003,0.16,0.3243,150680.200000000011641,748416.743999999947845
688981.SH,2023.09.22,49.600000000000001,51.380000000000002,49.409999999999996,51.200000000000002,49.5,1.7,3.4343,282187.349999999976716,1425416.500999999931082
688981.SH,2023.09.25,51.21,51.979999999999996,50.859999999999999,51.329999999999998,51.200000000000002,0.13,0.2539,215607.070000000006984,1109448.90100000007078
688981.SH,2023.09.26,51.200000000000002,51.200000000000002,50.009999999999998,50.060000000000002,51.329999999999998,-1.27,-2.4742,186902.20999999999185,941128.211000000010244
688981.SH,2023.09.27,50.179999999999999,51,50.07,50.659999999999996,50.060000000000002,0.6,1.1986,151176.369999999995343,765522.214000000036321
688981.SH,2023.09.28,50.700000000000002,51.420000000000001,50.25,51.149999999999998,50.659999999999996,0.49,0.9672,176075.649999999994179,896776.613000000012107
688981.SH,2023.10.09,50.799999999999997,51.479999999999996,50.299999999999997,50.719999999999998,51.149999999999998,-0.43,-0.8407,159837.079999999987194,812288.922999999951571
688981.SH,2023.10.10,50.729999999999996,51.649999999999998,50.729999999999996,50.829999999999998,50.719999999999998,0.11,0.2169,167263.570000000006984,856740.390000000013969
688981.SH,2023.10.11,50.899999999999998,54.289999999999999,50.5,54.200000000000002,50.829999999999998,3.37,6.629900000000001,461001.080000000016298,2419356.854999999981373
688981.SH,2023.10.12,53.75,54.189999999999997,53.009999999999998,53.689999999999997,54.200000000000002,-0.51,-0.941,358582.789999999979045,1920432.017999999923631
688981.SH,2023.10.13,53.170000000000001,55.880000000000002,53.060000000000002,54.560000000000002,53.689999999999997,0.87,1.6204,500164.049999999988358,2741423.103000000119209
688981.SH,2023.10.16,54.299999999999997,55.100000000000001,53.049999999999997,53.100000000000001,54.560000000000002,-1.46,-2.676,236187.739999999990686,1270862.239000000059604
688981.SH,2023.10.17,53.100000000000001,56.340000000000003,52.700000000000002,54.399999999999998,53.100000000000001,1.3,2.4482,347672.479999999981373,1896488.307000000029802
688981.SH,2023.10.18,55.840000000000003,56.729999999999996,54.479999999999996,54.57,54.399999999999998,0.17,0.3125,442979,2456939.879999999888241
688981.SH,2023.10.19,54.130000000000002,57.280000000000001,54,56.030000000000001,54.57,1.46,2.6755,752741.43999999994412,4228377.192999999970197
